model,mode,attribute,model_class,magnitude,n,mean_delta_target,median_delta_target,mean_delta_others,median_delta_others,mean_delta_specificity,median_delta_specificity,mean_delta_nearest,median_delta_nearest
llama,contrastive,socioeco,low,12.0,486,0.03582804178674654,0.06589351993319163,0.06919844005841493,0.07671784720783807,-0.03337039827166838,0.0,-0.00102880658436214,0.0
llama,contrastive,socioeco,low,14.0,486,0.08207820501078093,0.11612765307273398,0.11712264125736717,0.10932688269138185,-0.03504443624658623,0.0,-0.0051440329218107,0.0
llama,contrastive,socioeco,low,16.0,486,0.10959841119483661,0.13627381847349346,0.1452510713363399,0.12650483077538993,-0.035652660141503326,0.0,0.0051440329218107,0.0
llama,contrastive,socioeco,low,18.0,486,0.11369751804737609,0.12051652668415724,0.15038859681087802,0.11851822721342023,-0.036691078763501916,0.0,-0.00102880658436214,0.0
llama,contrastive,socioeco,low,20.0,486,0.09817245607352923,0.09852122323518261,0.13680832221642014,0.10019497522447668,-0.03863586614289091,0.0,0.0051440329218107,0.0
llama,contrastive,socioeco,high,0.0,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,contrastive,socioeco,high,2.0,486,-0.010752348156511085,-0.009120503543969649,-0.007277907666625548,-0.005572830168046217,-0.003474440489885539,0.0,0.006172839506172839,0.0
llama,contrastive,socioeco,high,4.0,486,-0.052833959937521935,-0.02012078374265957,-0.05177963000270706,-0.019783698683604335,-0.0010543299348148738,0.0,0.01954732510288066,0.0
llama,contrastive,socioeco,high,6.0,486,-0.09263858687403409,-0.055665644385732294,-0.0934041680912788,-0.058364676577647906,0.0007655812172447011,0.0,0.029835390946502057,0.0
llama,contrastive,socioeco,high,8.0,486,-0.16667148016848357,-0.1386752286588645,-0.17996076721522875,-0.14634832247982174,0.01328928704674518,0.0,-0.0030864197530864196,0.0
llama,contrastive,socioeco,high,10.0,486,-0.17394952687310256,-0.15645736196471027,-0.20406752512074536,-0.17594516525584225,0.030117998247642778,0.0,-0.03189300411522634,0.0
llama,contrastive,socioeco,high,12.0,486,-0.1262967405537023,-0.1243275889410354,-0.1649537448537281,-0.13617355487226224,0.03865700430002577,0.0,-0.05246913580246913,0.0
llama,contrastive,socioeco,high,14.0,486,-0.09335745115046346,-0.09371023015116936,-0.13385994487135153,-0.11481697917494524,0.040502493720888086,0.0,-0.047325102880658436,0.0
llama,contrastive,socioeco,high,16.0,486,-0.09037808410062204,-0.08855622580923084,-0.13002958332686745,-0.10326797348995745,0.039651499226245425,0.0,-0.0411522633744856,0.0
llama,contrastive,socioeco,high,18.0,486,-0.10810498104305492,-0.10175691847389909,-0.14792559109802222,-0.11333193089097049,0.03982061005496728,0.0,-0.047325102880658436,0.0
llama,contrastive,socioeco,high,20.0,486,-0.13480453278764873,-0.11720918586405499,-0.17509563819342072,-0.1261715880613294,0.04029110540577201,0.0,-0.0411522633744856,0.0
mistral,normal,gender,male,0.0,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistral,normal,gender,male,2.0,484,-0.33847122045243117,-0.3272236387358166,-0.3061835251121931,-0.30500812387273135,-0.03228769534023802,-1.1102230246251565e-16,0.08677685950413223,0.0
mistral,normal,gender,male,4.0,484,-0.34003439478518843,-0.31823766609453796,-0.2794201597186079,-0.27463963964291566,-0.06061423506658049,-0.01445257975519701,0.17355371900826447,0.0
mistral,normal,gender,male,6.0,484,-0.3249145661069751,-0.29126858278759094,-0.2572754027258285,-0.24663482973317324,-0.06763916338114656,-0.021830368052497412,0.20041322314049587,0.0
mistral,normal,gender,male,8.0,484,-0.31476170866976877,-0.28373023317206547,-0.2451377933973062,-0.2235114722962086,-0.06962391527246253,-0.021596564999999943,0.21487603305785125,0.0
mistral,normal,gender,male,10.0,484,-0.3090540032468925,-0.27929887035611667,-0.2385810448484427,-0.21747894228002448,-0.07047295839844976,-0.021830368052497412,0.21487603305785125,0.0
mistral,normal,gender,male,12.0,484,-0.30397303092825906,-0.2726308179933209,-0.23273314742985468,-0.2094676259301592,-0.0712398834984044,-0.022369451220546066,0.2190082644628099,0.0
mistral,normal,gender,male,14.0,484,-0.30162482618370856,-0.27241465590740405,-0.230270053123128,-0.20603621021978996,-0.07135477306058051,-0.02251915305249741,0.2231404958677686,0.0
mistral,normal,gender,male,16.0,484,-0.29838448784245064,-0.27244655801198503,-0.22665167290748786,-0.20218715898562595,-0.07173281493496281,-0.023624573480710315,0.2231404958677686,0.0
mistral,normal,gender,male,18.0,484,-0.2973082379280064,-0.27265214914376124,-0.2254227711072104,-0.2002844136653507,-0.07188546682079608,-0.023624573480710287,0.22727272727272727,0.0
mistral,normal,gender,male,20.0,484,-0.2960152523898606,-0.27249068227937967,-0.2240290224125819,-0.19921046431698813,-0.07198622997727872,-0.023624573480710315,0.22520661157024793,0.0
mistral,normal,gender,female,0.0,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistral,normal,gender,female,2.0,484,-0.19068662294305871,-0.1685637020559383,-0.24780318615574992,-0.2234028075524412,0.057116563212691276,0.019258651676237415,-0.1756198347107438,0.0
mistral,normal,gender,female,4.0,484,-0.13003860805516662,-0.10405489055400483,-0.20018841657684833,-0.16404719784394564,0.07014980852168172,0.036495954167686764,-0.2128099173553719,0.0
mistral,normal,gender,female,6.0,484,-0.10790253946390355,-0.08748034811936561,-0.1809349459913472,-0.15685331335374827,0.07303240652744365,0.03988405719682686,-0.22727272727272727,0.0
mistral,normal,gender,female,8.0,484,-0.09682169487647234,-0.07324965214992069,-0.17125413828607386,-0.15956919012885237,0.07443244340960152,0.040010653580845545,-0.2334710743801653,0.0
mistral,normal,gender,female,10.0,484,-0.09320191696836488,-0.07195658038213204,-0.16847175808316367,-0.15140657637745927,0.07526984111479883,0.040010653580845545,-0.23553719008264462,0.0
mistral,normal,gender,female,12.0,484,-0.08799151637129356,-0.06857469106401232,-0.16371494462776331,-0.14419202943002202,0.07572342825646977,0.040010653580845545,-0.2396694214876033,0.0
mistral,normal,gender,female,14.0,484,-0.08709408841594976,-0.06937239652301369,-0.16309401010443467,-0.145111588043448,0.07599992168848496,0.040529221384018654,-0.23760330578512398,0.0
mistral,normal,gender,female,16.0,484,-0.08421019652436257,-0.06378869343603377,-0.1604136361979503,-0.142937652489049,0.07620343967358774,0.04052922138401863,-0.23760330578512398,0.0
