model,magnitude,summary_level,n,n_qkeys,mean_difference_delta_target,ci95_difference_delta_target,p_two_sided_delta_target,contrastive_better_rate_delta_target,mean_difference_delta_others,ci95_difference_delta_others,p_two_sided_delta_others,mean_difference_delta_specificity,ci95_difference_delta_specificity,p_two_sided_delta_specificity,contrastive_better_rate_delta_specificity,mean_difference_delta_nearest,ci95_difference_delta_nearest,p_two_sided_delta_nearest,contrastive_better_rate_delta_nearest,attribute,model_class
mistral,20.0,class,484,484,0.00788181973758844,0.0033953533920099725,4.900932978891525e-13,0.36983471074380164,0.009492378205684866,0.003390285445620297,4.431012080270294e-16,-0.0016105584680964232,0.0015909369940145053,0.0002638365042072703,0.4049586776859504,0.006198347107438017,0.014605642766222726,0.40538055645894233,0.01652892561983471,gender,male
mistral,0.0,class,484,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,female
mistral,2.0,class,484,484,0.08147453755368088,0.010279345350535029,3.829552164663645e-40,0.20867768595041322,0.06923767004445393,0.010734804228979088,6.2235150593883e-30,0.01223686750922697,0.005190246407359728,3.627013666184811e-05,0.30165289256198347,-0.028925619834710745,0.027966664938043565,0.043308142810791976,0.03512396694214876,gender,female
mistral,4.0,class,484,484,0.05354373106655067,0.005918793736932079,3.7472976585743734e-49,0.16322314049586778,0.05064172571685231,0.006069279278252196,9.731672779163722e-45,0.0029020053496983623,0.002722800252556882,0.08715527672537329,0.3037190082644628,-0.01859504132231405,0.014521714994071845,0.012554918596966547,0.004132231404958678,gender,female
mistral,6.0,class,484,484,0.040373366078880306,0.00499885858834587,5.263039688161966e-44,0.2128099173553719,0.03924473927744985,0.00507257241767333,2.981329621717732e-42,0.00112862680143046,0.002228021617784506,0.19208170954344939,0.3119834710743802,-0.006198347107438017,0.014605642766222726,0.40538055645894233,0.010330578512396695,gender,female
mistral,8.0,class,484,484,0.03442110648175299,0.0046266082793697165,2.49874575049903e-38,0.23553719008264462,0.034398581928002527,0.004663458107518553,5.2316153710280785e-39,2.252455375047317e-05,0.0020077900605462965,0.8505421974117393,0.32644628099173556,0.0,0.01404269451116943,1.0,0.012396694214876033,gender,female
mistral,10.0,class,484,484,0.03281168267616272,0.004581022016265249,7.380041021107413e-36,0.256198347107438,0.03334855296263569,0.004576408597634768,1.2688044111173055e-37,-0.0005368702864729651,0.0019955463872089736,0.6309889874372264,0.3119834710743802,0.002066115702479339,0.013443593666687688,0.763024600552995,0.012396694214876033,gender,female
mistral,12.0,class,484,484,0.029008940274172765,0.004386103722624045,7.459789568073445e-32,0.2809917355371901,0.029900591929049303,0.0043734085923427795,9.864712686871962e-34,-0.0008916516548765405,0.0019171798296480818,0.9417525267449826,0.3347107438016529,0.008264462809917356,0.01279796133944901,0.2059032107320684,0.014462809917355372,gender,female
mistral,14.0,class,484,484,0.029448514863386826,0.004454092099495286,8.222733684610938e-31,0.30578512396694213,0.03049188840872115,0.0044198622378410265,6.672016046968357e-33,-0.0010433735453343263,0.001961131326900602,0.680676761625164,0.3285123966942149,0.008264462809917356,0.01279796133944901,0.2059032107320684,0.014462809917355372,gender,female
mistral,16.0,class,484,484,0.027234846723635228,0.004321204310530625,3.01566887802278e-28,0.33884297520661155,0.02837858859546592,0.004293014321622894,1.681951195054267e-30,-0.0011437418718306905,0.001934393202265137,0.84158530922904,0.3243801652892562,0.008264462809917356,0.01279796133944901,0.2059032107320684,0.014462809917355372,gender,female
mistral,18.0,class,484,484,0.02721520310431901,0.004373191624150461,5.497527399749455e-27,0.34297520661157027,0.028424217155339597,0.004332799740756698,1.998351940785647e-29,-0.0012090140510205914,0.0019306634487234416,0.5026837220809637,0.3367768595041322,0.008264462809917356,0.01279796133944901,0.2059032107320684,0.014462809917355372,gender,female
mistral,20.0,class,484,484,0.027185979440813274,0.004356114348050826,2.0052320862841022e-27,0.3450413223140496,0.028328066207633028,0.004307854124657216,2.367441916529614e-29,-0.0011420867668197562,0.0019771624083290114,0.997244505017913,0.32644628099173556,0.008264462809917356,0.01279796133944901,0.2059032107320684,0.014462809917355372,gender,female
mistral,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,adult
mistral,2.0,class,482,482,-0.011641615765044473,0.006973311344996779,0.006976563417357054,0.5414937759336099,-0.009078052588142036,0.007500205695908931,0.06557846146044471,-0.0025635631769024407,0.005989398401827586,0.3632863102141982,0.4066390041493776,0.014522821576763486,0.029606088765231575,0.33628879040286896,0.06224066390041494,age,adult
mistral,4.0,class,482,482,-0.05275206637582887,0.007934724270190107,2.623165379306165e-28,0.7302904564315352,-0.04472747085837232,0.008473511972366581,1.2692861118807605e-19,-0.008024595517456547,0.006572535641066723,0.1715959679390342,0.4107883817427386,0.012448132780082987,0.03044137175351775,0.4226780741706355,0.06016597510373444,age,adult
mistral,6.0,class,482,482,-0.05804305618144565,0.00791447050268319,1.7347234593932025e-33,0.7697095435684648,-0.052091741806962834,0.008473105339937698,5.146831179144362e-25,-0.005951314374482825,0.006118878201172424,0.21770463621755243,0.4024896265560166,0.002074688796680498,0.028493700805014448,0.8864030063670636,0.05186721991701245,age,adult
mistral,8.0,class,482,482,-0.059604984862491404,0.007807415881733635,3.6395048726173857e-36,0.7800829875518672,-0.05451032754706888,0.008394032995206,1.4061666831871486e-27,-0.005094657315422541,0.005924418786928892,0.20723290480649348,0.4107883817427386,0.006224066390041493,0.02906468264273058,0.6744240722352938,0.056016597510373446,age,adult
mistral,10.0,class,482,482,-0.06019948332391467,0.007733855802929648,2.801775635797499e-37,0.7904564315352697,-0.05571157674242576,0.0083255378433776,6.075525602402361e-29,-0.0044879065814889185,0.005847387905772911,0.16633840645589304,0.4170124481327801,0.008298755186721992,0.029344250556285246,0.5790997419539189,0.058091286307053944,age,adult
mistral,12.0,class,482,482,-0.06197884707539802,0.007778853527284504,3.4878358808174866e-39,0.7966804979253111,-0.05756258599156441,0.008363976262945834,6.766279078322271e-31,-0.004416261083833612,0.00583184548227161,0.14802511842484006,0.42738589211618255,0.008298755186721992,0.029344250556285246,0.5790997419539189,0.058091286307053944,age,adult
mistral,14.0,class,482,482,-0.06506755764483131,0.007910753429365227,1.8715869251847905e-42,0.7925311203319502,-0.060675653827274405,0.008509316335991756,1.2826829400917503e-33,-0.004391903817556914,0.005902837457317892,0.22801972563983408,0.4211618257261411,0.006224066390041493,0.029629302858079798,0.6802795473344503,0.058091286307053944,age,adult
mistral,16.0,class,482,482,-0.06411841624455798,0.007843244464073963,7.549971063172427e-42,0.7925311203319502,-0.05977048042897476,0.00842648441484846,2.4010073266348867e-33,-0.004347935815583232,0.005823304785643364,0.22311401024805744,0.4149377593360996,0.006224066390041493,0.030183362943664638,0.6858304344516057,0.06016597510373444,age,adult
mistral,18.0,class,482,482,-0.06450020163214742,0.007687148145326642,1.8723682127094713e-43,0.7966804979253111,-0.060109441164385415,0.008272607364235867,2.020108235660467e-34,-0.004390760467762004,0.005667932680245288,0.19839771959779628,0.4149377593360996,0.006224066390041493,0.029629302858079798,0.6802795473344503,0.058091286307053944,age,adult
mistral,20.0,class,482,482,-0.06350234363340962,0.007661418710636549,1.695619228017068e-42,0.7987551867219918,-0.059124459415747975,0.008248678294984869,6.972120344183883e-34,-0.0043778842176616355,0.0056760091384107075,0.37992542018805087,0.3900414937759336,0.002074688796680498,0.029069413415114743,0.8886378608950078,0.05394190871369295,age,adult
mistral,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,older_adult
mistral,2.0,class,482,482,-0.00547199931418695,0.007891511082253548,0.1027247731672471,0.5124481327800829,-0.011973118127351284,0.007450267827566467,0.0022811402577509994,0.006501118813164331,0.006314142800265275,0.0233150715002251,0.37136929460580914,-0.01037344398340249,0.03229620106404555,0.5287333251214301,0.06016597510373444,age,older_adult
mistral,4.0,class,482,482,-0.012024667798106382,0.0076604965641615935,0.0016884101615657569,0.553941908713693,-0.01626590652682773,0.007306001625302376,6.23552684782496e-05,0.004241238728721347,0.005575059155432173,0.12125166958923937,0.3775933609958506,-0.012448132780082987,0.030441371753517753,0.4226780741706355,0.05186721991701245,age,older_adult
mistral,6.0,class,482,482,-0.015873012873617455,0.007757623256783823,3.803668028734062e-05,0.6203319502074689,-0.020262931763659467,0.0073788639483894055,2.8520058737418617e-07,0.004389918890042005,0.005474866196875828,0.1767485942719309,0.38381742738589214,-0.012448132780082987,0.03151121603020442,0.4385780260809998,0.056016597510373446,age,older_adult
mistral,8.0,class,482,482,-0.01924816403897917,0.007379337819342298,5.962468746573255e-07,0.6514522821576764,-0.024094438284074513,0.007019744747560966,4.4215194119297485e-10,0.004846274245095345,0.005181095091182385,0.060070896004013406,0.35684647302904565,-0.006224066390041493,0.0307274341480404,0.6911022238448428,0.056016597510373446,age,older_adult
mistral,10.0,class,482,482,-0.019776287029238934,0.007436287092964089,3.5653741010184514e-07,0.6493775933609959,-0.02456931958639624,0.007093606269249632,2.698475793103473e-10,0.004793032557157304,0.005199640961296025,0.07059364019021558,0.3651452282157676,0.0,0.029912788064565907,1.0,0.056016597510373446,age,older_adult
mistral,12.0,class,482,482,-0.020623686069530404,0.007506062179476124,2.2183931144866128e-07,0.6493775933609959,-0.025637339579386468,0.007147153301071686,1.1639760280107834e-10,0.0050136535098560635,0.005244510549415768,0.06900438593570445,0.3651452282157676,-0.006224066390041493,0.029629302858079798,0.6802795473344503,0.05186721991701245,age,older_adult
mistral,14.0,class,482,482,-0.022485182856445737,0.007574973984752414,3.659141041802723e-08,0.6576763485477178,-0.027414204560763714,0.007221411067956492,1.315866436030459e-11,0.004929021704317975,0.005259823776461074,0.1443472557312993,0.37344398340248963,-0.002074688796680498,0.029633943494446105,0.8907458009320663,0.05394190871369295,age,older_adult
mistral,16.0,class,482,482,-0.02290218854465037,0.007272832079547294,2.5138962244270825e-09,0.6701244813278008,-0.027835094861370355,0.006909206889433949,4.736935112507276e-13,0.0049329063167199904,0.005100897068816932,0.13968666445020902,0.37344398340248963,0.0,0.028783593735482255,1.0,0.05186721991701245,age,older_adult
mistral,18.0,class,482,482,-0.0236268483226335,0.007546776845582738,1.987912644050729e-09,0.6659751037344398,-0.028543041792378952,0.007186449929975352,7.50605548835551e-13,0.004916193469745458,0.005250098611845888,0.09474119463192593,0.3755186721991701,0.002074688796680498,0.029633943494446105,0.8907458009320663,0.056016597510373446,age,older_adult
mistral,20.0,class,482,482,-0.02330456882511015,0.007427191639055969,2.288060639938122e-09,0.6597510373443983,-0.028233027428750886,0.007061987628014797,6.644670373567913e-13,0.004928458603640738,0.005146089729906254,0.06575419846076265,0.35269709543568467,0.002074688796680498,0.02906941341511474,0.8886378608950078,0.05394190871369295,age,older_adult
mistral,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,some schooling
mistral,2.0,class,486,486,0.02476684731434893,0.004674399068996307,7.695055320742325e-24,0.29218106995884774,0.02834046090217097,0.004458946556244705,9.621994732428641e-32,-0.0035736135878220365,0.003116921791932405,0.0026189053292191475,0.4711934156378601,-0.00823045267489712,0.02057209921879489,0.43276758066778476,0.02263374485596708,education,some schooling
mistral,4.0,class,486,486,0.021031343676816323,0.0033468925240486298,1.2804492049577028e-36,0.2139917695473251,0.02279443847905273,0.003136905620760953,4.6229607921954987e-45,-0.0017630948022364118,0.0022086060256288364,0.5283757549339819,0.4074074074074074,0.00411522633744856,0.01805064337009712,0.6547208460185769,0.02263374485596708,education,some schooling
mistral,6.0,class,486,486,0.021962397320562356,0.003506772359339631,1.6587336342142108e-34,0.25102880658436216,0.02285560874111562,0.0032919262210048183,1.6740480949843475e-39,-0.0008932114205532604,0.0023233150171939913,0.919469331963039,0.41358024691358025,-0.006172839506172839,0.02247078052742272,0.590013887163346,0.02880658436213992,education,some schooling
mistral,8.0,class,486,486,0.020190836911699143,0.00340837686046617,5.377209086017741e-33,0.2654320987654321,0.020384999719842804,0.0032427955501398487,8.889562851130372e-36,-0.00019416280814366356,0.0022198993961193994,0.43262599955308045,0.39300411522633744,-0.006172839506172839,0.020970074018090847,0.5637028616507731,0.024691358024691357,education,some schooling
mistral,10.0,class,486,486,0.020464892581437147,0.0035729089845270706,1.0639583236671344e-30,0.2654320987654321,0.020778058421598466,0.0034043522551285023,1.4341725891883394e-33,-0.00031316584016132133,0.002375661377482986,0.2530614518961585,0.3724279835390947,0.0,0.021362205230540665,1.0,0.02880658436213992,education,some schooling
mistral,12.0,class,486,486,0.02026446815361049,0.003674711806265299,1.1357785577299563e-28,0.2674897119341564,0.020510439146241854,0.003504804129294559,1.8404061365316362e-31,-0.0002459709926313635,0.0024771680115654093,0.23764943895112756,0.36419753086419754,-0.00205761316872428,0.022476749258659518,0.8574624419592412,0.030864197530864196,education,some schooling
mistral,14.0,class,486,486,0.01982848143386605,0.0038355292163564465,1.2233009596101192e-25,0.2716049382716049,0.020285140222008394,0.003633672840244547,3.9794223347548845e-29,-0.00045665878814234417,0.0025660833719731383,0.18752287923886612,0.36213991769547327,-0.012345679012345678,0.022084667535254076,0.27332167829229814,0.024691358024691357,education,some schooling
mistral,16.0,class,486,486,0.01879758312729022,0.00373375719934199,5.633097445971473e-25,0.2736625514403292,0.0188322507627779,0.003532374143430193,4.551500889937446e-28,-3.466763548768408e-05,0.0024533633846761807,0.17524896034378767,0.37037037037037035,-0.01440329218106996,0.021702501982321064,0.19364643126922065,0.02263374485596708,education,some schooling
mistral,18.0,class,486,486,0.019977066812118457,0.004084241160399623,7.981365708483177e-23,0.27983539094650206,0.020422088749451887,0.003840707813653603,3.9634199900649336e-26,-0.00044502193733343736,0.0027649748066766785,0.19868769888397397,0.3683127572016461,-0.012345679012345678,0.02281071078981102,0.2888443663464849,0.026748971193415638,education,some schooling
mistral,20.0,class,486,486,0.01806895681199962,0.003981426443999711,6.369535200599798e-21,0.28600823045267487,0.01861658442607359,0.0037420151894669972,2.4072239734190053e-24,-0.000547627614073975,0.0026934785637296246,0.23603510764811786,0.38065843621399176,-0.0102880658436214,0.023173161300418077,0.384088249473852,0.02880658436213992,education,some schooling
mistral,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,high school
mistral,2.0,class,486,486,0.05838618257310437,0.0060934668582022415,5.282529228373942e-51,0.15843621399176955,0.05918107046701569,0.005797885259350253,8.739004990714938e-55,-0.0007948878939113256,0.0017532659992648917,0.7759950665902517,0.3765432098765432,-0.006172839506172839,0.016636227678044402,0.46685427082272546,0.01440329218106996,education,high school
mistral,4.0,class,486,486,0.0331364658457901,0.004855613806623585,2.782195644865576e-32,0.3045267489711934,0.034128036324287285,0.004605826439798483,4.586405904285332e-36,-0.000991570478497179,0.001520750234878755,0.10611037260700208,0.4012345679012346,0.0102880658436214,0.015608700308223391,0.19670560245894686,0.0205761316872428,education,high school
mistral,6.0,class,486,486,0.023479483879779772,0.00443189608074593,7.933726731144693e-25,0.39711934156378603,0.024479001429014872,0.004257123344793043,2.0625922223157377e-27,-0.0009995175492351026,0.00141209928712656,0.30217146624698843,0.39094650205761317,0.01646090534979424,0.013907899976695472,0.020921335337794014,0.0205761316872428,education,high school
mistral,8.0,class,486,486,0.01757497669748681,0.00420600656396981,1.1816397214064134e-21,0.4218106995884774,0.018545136119356497,0.004045463597059056,9.157276928849056e-24,-0.0009701594218696908,0.0013696397335959637,0.06401177390833125,0.42386831275720166,0.0102880658436214,0.01335812681945121,0.13166801602281422,0.01646090534979424,education,high school
mistral,10.0,class,486,486,0.015847516548924606,0.004145214180926653,4.1336473980147577e-20,0.42386831275720166,0.01678905977588596,0.003992790573950869,4.012424853639992e-22,-0.0009415432269613565,0.0013706505851237595,0.009307960877593334,0.4156378600823045,0.012345679012345678,0.013941616147328273,0.0832645166635504,0.018518518518518517,education,high school
mistral,12.0,class,486,486,0.013394818005412194,0.004141109993427482,3.241847645335664e-17,0.4218106995884774,0.014343293371359155,0.0039926778547490945,2.1499581069748151e-19,-0.0009484753659469631,0.0013632947598951005,0.013094851229665984,0.41358024691358025,0.0102880658436214,0.01335812681945121,0.13166801602281422,0.01646090534979424,education,high school
mistral,14.0,class,486,486,0.010634581679741477,0.003965494368323044,8.058973686160149e-14,0.42386831275720166,0.011565479232646045,0.003822298546853483,3.1370904754378267e-16,-0.000930897552904565,0.0013181784089317356,0.01323862580911497,0.40329218106995884,0.0102880658436214,0.01335812681945121,0.13166801602281422,0.01646090534979424,education,high school
mistral,16.0,class,486,486,0.009483623544001304,0.003902348331518959,9.306287992797944e-13,0.42386831275720166,0.010516483673565565,0.003761353185954826,2.7674122557400885e-15,-0.0010328601295642593,0.0012946473265299948,0.0006194997180501298,0.4094650205761317,0.012345679012345678,0.012718988725749732,0.057779571123597245,0.01646090534979424,education,high school
mistral,18.0,class,486,486,0.008822830875294398,0.003999004974173535,4.3447148602700437e-08,0.42386831275720166,0.009858998007826384,0.003863319069684542,1.4255023616673932e-10,-0.0010361671325319803,0.0013210373430282902,0.029192277232110462,0.4156378600823045,0.012345679012345678,0.012718988725749732,0.057779571123597245,0.01646090534979424,education,high school
mistral,20.0,class,486,486,0.008479361033131187,0.003950091247111745,1.9092042929830228e-07,0.4218106995884774,0.009521338515287024,0.0038112053507813313,6.165414085289472e-10,-0.0010419774821558377,0.0013523742359619246,0.03286943067243137,0.41358024691358025,0.01646090534979424,0.013907899976695472,0.020921335337794014,0.0205761316872428,education,high school
mistral,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,college and more
mistral,2.0,class,486,486,0.02078109512250469,0.005281976397559212,3.702386035917705e-14,0.36419753086419754,0.010633457486096447,0.0051571057127583605,2.0506159999732333e-06,0.010147637636408241,0.004193495747075476,2.926899309335215e-05,0.38271604938271603,-0.033950617283950615,0.02874269058509152,0.01753668874161328,0.037037037037037035,education,college and more
mistral,4.0,class,486,486,0.004121811191752058,0.005967095783166148,0.1558120862167638,0.4444444444444444,-0.0005375709071837757,0.005624065410910645,0.645316830880635,0.0046593820989358345,0.004391085659821773,0.17618478879222932,0.41975308641975306,0.00411522633744856,0.029109474601468874,0.7815112949987133,0.05555555555555555,education,college and more
mistral,6.0,class,486,486,-0.0004709401205016614,0.006371796522605472,0.9435091836154259,0.4588477366255144,-0.004042851688111843,0.005906751839224077,0.4748462258101247,0.003571911567610181,0.0046153916942037335,0.26774129168464056,0.4218106995884774,0.00823045267489712,0.02853704794459807,0.5716076449533316,0.05555555555555555,education,college and more
mistral,8.0,class,486,486,-0.003811318676382241,0.0064022197010289794,0.3852647727569797,0.4794238683127572,-0.007258243279975199,0.005890564169455463,0.09201363127987147,0.003446924603592953,0.004586335220811796,0.20451956022139517,0.41975308641975306,0.006172839506172839,0.029934725932200347,0.6858304344516057,0.059670781893004114,education,college and more
mistral,10.0,class,486,486,-0.005292232178081006,0.006671138757215137,0.22168780373130625,0.4876543209876543,-0.008522856181933143,0.006096807505233971,0.04916666610450502,0.0032306240038521357,0.004718786891525925,0.21691302954967218,0.4094650205761317,0.006172839506172839,0.031004512410669177,0.6961175195434555,0.06378600823045268,education,college and more
mistral,12.0,class,486,486,-0.005118979658922593,0.006564772362807174,0.28302301936633956,0.4773662551440329,-0.008078655092836087,0.005990824876035303,0.07656920002904284,0.0029596754339134895,0.004583608568968176,0.2528774285804316,0.4156378600823045,0.006172839506172839,0.029934725932200347,0.6858304344516057,0.059670781893004114,education,college and more
mistral,14.0,class,486,486,-0.00669413356052308,0.00676309837737139,0.1175325189017327,0.4794238683127572,-0.009710442744231182,0.006153682581786927,0.027988691531099293,0.003016309183708101,0.004678142944226084,0.20828178006373632,0.40329218106995884,0.00205761316872428,0.03100883857142009,0.8964169676673134,0.06172839506172839,education,college and more
mistral,16.0,class,486,486,-0.0074459107985684,0.006565469680884917,0.07936367918843014,0.49176954732510286,-0.010330804103990635,0.005983850062100133,0.01611468662017931,0.0028848933054222373,0.004530183588001125,0.2357746191541812,0.4176954732510288,-0.00205761316872428,0.029939206675545012,0.892738400944348,0.05555555555555555,education,college and more
mistral,18.0,class,486,486,-0.008568876147775194,0.006925582924102035,0.051753382370599815,0.5,-0.011487603055151063,0.006286542871141107,0.008470636963738738,0.0029187269073758654,0.004750411573035148,0.1812962262780169,0.4074074074074074,0.0,0.031271066464239265,1.0,0.06172839506172839,education,college and more
mistral,20.0,class,486,486,-0.008655293563303688,0.006970789274541244,0.049503875532793534,0.49176954732510286,-0.011506438574403892,0.0063156281586954684,0.00711305375081745,0.0028511450111001983,0.0047853121150890745,0.22507581206467742,0.41358024691358025,-0.00411522633744856,0.030743283353517212,0.7928489826282048,0.05761316872427984,education,college and more
mistral,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,low
mistral,2.0,class,486,486,0.025710449604018342,0.012124099931814104,9.753079555474591e-05,0.4403292181069959,0.023331296807133587,0.012268043394586873,0.0002990524132381936,0.002379152796884754,0.009414609894410253,0.6189405262735708,0.4176954732510288,-0.0102880658436214,0.034480648725467834,0.558409388489248,0.06995884773662552,socioeco,low
mistral,4.0,class,486,486,0.04308448770024489,0.009182126624717317,5.577976026626849e-18,0.3477366255144033,0.036672094470824944,0.009342978513980782,2.002678663696712e-13,0.0064123932294199455,0.006655923652443997,0.01427321456308543,0.345679012345679,0.006172839506172839,0.028254200693965153,0.6682351417952492,0.053497942386831275,socioeco,low
mistral,6.0,class,486,486,0.040272284243140145,0.008550211324552288,6.441835810336857e-18,0.37037037037037035,0.033311224685016926,0.008760260824699112,1.489027186470369e-12,0.006961059558123215,0.006275991346107932,0.0041779797041460835,0.3230452674897119,-0.018518518518518517,0.029894369020109605,0.22491588401596185,0.047325102880658436,socioeco,low
mistral,8.0,class,486,486,0.03804371087508942,0.007926440449682813,6.285093888413136e-19,0.35802469135802467,0.031389652557863405,0.008129331491495393,1.8491814133618178e-13,0.006654058317226014,0.005732398328045003,0.016420159664066604,0.3436213991769547,-0.0102880658436214,0.02881595537195417,0.4838398513935682,0.047325102880658436,socioeco,low
mistral,10.0,class,486,486,0.03709656669906351,0.007783765041926502,5.861739747483772e-19,0.35802469135802467,0.030238411428293494,0.00799156751184209,2.523960930711824e-13,0.00685815527077002,0.005566875694463135,0.010304975524392013,0.3271604938271605,0.0,0.028546447499511934,1.0,0.051440329218107,socioeco,low
mistral,12.0,class,486,486,0.03539480764273549,0.007709783537800299,4.54984734595676e-18,0.36213991769547327,0.028557384073859785,0.007883548681025745,1.0222138445143895e-12,0.006837423568875704,0.005459385390231687,0.008683155479192321,0.33539094650205764,-0.00411522633744856,0.02854409790096485,0.7772974107895215,0.04938271604938271,socioeco,low
mistral,14.0,class,486,486,0.034778816961037094,0.007498192166508661,1.8383951638184477e-18,0.36213991769547327,0.028158107943138933,0.007679500067178715,3.931359462816576e-13,0.006620709017898163,0.005281014152045104,0.010461401441839638,0.3497942386831276,-0.006172839506172839,0.027671354687856628,0.661679914866,0.04526748971193416,socioeco,low
mistral,16.0,class,486,486,0.03398824248065611,0.0072864965710133225,4.86563969500559e-19,0.3497942386831276,0.027305260041792147,0.007479079638165086,1.831379878236667e-13,0.006682982438863962,0.005089138563351877,0.006650975877285064,0.345679012345679,-0.012345679012345678,0.02735873595201851,0.3763444934986555,0.0411522633744856,socioeco,low
mistral,18.0,class,486,486,0.03379980734430321,0.007362077990592262,2.2462556872805704e-18,0.36419753086419754,0.027200709031551615,0.007533258577562154,7.529992017612675e-13,0.006599098312751585,0.005108803486600271,0.00434005517349531,0.34156378600823045,-0.01646090534979424,0.026738838180835313,0.22779999398822903,0.037037037037037035,socioeco,low
mistral,20.0,class,486,486,0.03362240321322248,0.007322875656001049,1.4198212242737315e-18,0.36213991769547327,0.027024733004214208,0.00751035323353364,6.412954266355731e-13,0.006597670209008263,0.005106290060088676,0.00738246633135306,0.34156378600823045,-0.01646090534979424,0.026738838180835313,0.22779999398822903,0.037037037037037035,socioeco,low
mistral,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,high
mistral,2.0,class,486,486,0.013121165283363522,0.014336699806998796,0.027179708986142255,0.4382716049382716,0.021810021537547884,0.014060960466973735,0.0002968237175589459,-0.00868885625418436,0.01093203896791651,0.18188532425064108,0.4547325102880658,0.026748971193415638,0.04050222109699576,0.19582147392261473,0.11316872427983539,socioeco,high
mistral,4.0,class,486,486,0.049028555738514286,0.00874262927430508,7.960366520441077e-25,0.25925925925925924,0.05769054497254616,0.008106455231006365,2.703768654041223e-35,-0.008661989234031876,0.005575640537021931,0.01552899430133628,0.411522633744856,0.00411522633744856,0.02553009189194954,0.7518296340458492,0.043209876543209874,socioeco,high
mistral,6.0,class,486,486,0.04107296026636249,0.007106847696173258,4.547255627205858e-26,0.28189300411522633,0.04796115691937496,0.006777194385679192,2.262008509006014e-34,-0.006888196653012464,0.004240767834415165,0.0008911024978043411,0.4403292181069959,0.00823045267489712,0.018921397757051407,0.3937686346429927,0.026748971193415638,socioeco,high
mistral,8.0,class,486,486,0.03550699550952684,0.00643350590353954,3.4091493596905923e-25,0.294238683127572,0.041740200485084214,0.006229511348089764,1.233123598939024e-32,-0.006233204975557379,0.0036976066647251902,4.9801703396454885e-05,0.4588477366255144,0.01440329218106996,0.017550460373567736,0.10829365589900902,0.026748971193415638,socioeco,high
mistral,10.0,class,486,486,0.03040742331961785,0.006025882067560343,3.906334343002565e-23,0.2880658436213992,0.03639433870730027,0.0058726951506216755,7.0419541833335885e-31,-0.005986915387682427,0.0033831607768340715,2.7777358933130795e-05,0.4506172839506173,0.018518518518518517,0.017519861312920472,0.03894745574202538,0.02880658436213992,socioeco,high
mistral,12.0,class,486,486,0.0278296047870238,0.005779173474683497,2.6045016650669326e-22,0.28600823045267487,0.033495951058605415,0.005645074103989137,3.696619420809667e-30,-0.005666346271581611,0.0032715144585520476,1.0950662385660765e-05,0.4588477366255144,0.0205761316872428,0.017961246320169964,0.025347318677468252,0.030864197530864196,socioeco,high
mistral,14.0,class,486,486,0.024529614611873488,0.005527457926036815,2.3194531688432344e-21,0.2962962962962963,0.02966351931118642,0.005421191652123214,1.4836901799296503e-28,-0.005133904699312937,0.003134004947982102,4.185480762329422e-05,0.4382716049382716,0.01646090534979424,0.017994822259098545,0.07363827012030266,0.02880658436213992,socioeco,high
mistral,16.0,class,486,486,0.025022160902827117,0.005634269063045652,1.688444192108874e-20,0.29012345679012347,0.030515982207064956,0.005499997977669612,2.386382000023868e-28,-0.005493821304237838,0.003189447627038592,3.4307765918188175e-05,0.4547325102880658,0.018518518518518517,0.01929086606690738,0.0605688602026574,0.03292181069958848,socioeco,high
mistral,18.0,class,486,486,0.024230999489153568,0.005527435401687244,1.468615602153839e-20,0.29218106995884774,0.02943021443773988,0.005381461921654265,4.992069501323492e-28,-0.0051992149485863125,0.0031169688848460605,4.890509096765359e-05,0.448559670781893,0.01646090534979424,0.018878813912167367,0.08808151166219029,0.030864197530864196,socioeco,high
mistral,20.0,class,486,486,0.02252753681836442,0.005432478782796459,6.852260465966129e-20,0.29012345679012347,0.027675168952069024,0.005314438449410697,9.116446782710401e-28,-0.0051476321337046065,0.0030710366993702692,4.542629850901447e-05,0.44238683127572015,0.01440329218106996,0.01845574831638823,0.12663045794761718,0.02880658436213992,socioeco,high
