attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
gender,Male,Female,steered,4.0,Steered N=4,Q1,121,242,0.028549971618702995,0.512396694214876,0.4628099173553719,0.5619834710743802,0.512396694214876,0.512396694214876,0.5,0.012396694214875992,-0.037190082644628086,0.06198347107438018,0.34382808595702147
gender,Male,Female,steered,4.0,Steered N=4,Q2,121,242,0.07189303539381058,0.44214876033057854,0.384297520661157,0.5,0.44214876033057854,0.44214876033057854,0.5,-0.05785123966942146,-0.11570247933884298,0.0,0.975512243878061
gender,Male,Female,steered,4.0,Steered N=4,Q3,121,242,0.1451051137081419,0.4380165289256198,0.371900826446281,0.49586776859504134,0.4380165289256198,0.4380165289256198,0.5,-0.06198347107438018,-0.12809917355371903,-0.004132231404958664,0.9835082458770614
gender,Male,Female,steered,4.0,Steered N=4,Q4,121,242,0.3508720974263384,0.32644628099173556,0.2727272727272727,0.38026859504132177,0.32644628099173556,0.32644628099173556,0.5,-0.17355371900826444,-0.2272727272727273,-0.11973140495867823,1.0
gender,Male,Female,steered,6.0,Steered N=6,All,484,968,0.14910505453674847,0.4318181818181818,0.40082644628099173,0.46487603305785125,0.4318181818181818,0.4318181818181818,0.5,-0.06818181818181818,-0.09917355371900827,-0.035123966942148754,1.0
gender,Male,Female,steered,6.0,Steered N=6,Q1,121,242,0.028549971618702995,0.5165289256198347,0.45867768595041325,0.5743801652892562,0.5165289256198347,0.5165289256198347,0.5,0.016528925619834656,-0.04132231404958675,0.07438016528925617,0.3193403298350825
gender,Male,Female,steered,6.0,Steered N=6,Q2,121,242,0.07189303539381058,0.45454545454545453,0.39669421487603307,0.512396694214876,0.45454545454545453,0.45454545454545453,0.5,-0.04545454545454547,-0.10330578512396693,0.012396694214875992,0.9510244877561219
gender,Male,Female,steered,6.0,Steered N=6,Q3,121,242,0.1451051137081419,0.44214876033057854,0.371900826446281,0.5083677685950407,0.44214876033057854,0.44214876033057854,0.5,-0.05785123966942146,-0.12809917355371903,0.008367768595040731,0.9545227386306847
gender,Male,Female,steered,6.0,Steered N=6,Q4,121,242,0.3508720974263384,0.3140495867768595,0.25609504132231403,0.3760330578512397,0.3140495867768595,0.3140495867768595,0.5,-0.1859504132231405,-0.24390495867768597,-0.1239669421487603,1.0
gender,Male,Female,steered,8.0,Steered N=8,All,484,968,0.14910505453674847,0.42355371900826444,0.3925619834710744,0.45353822314049574,0.42355371900826444,0.42355371900826444,0.5,-0.07644628099173556,-0.1074380165289256,-0.046461776859504256,1.0
gender,Male,Female,steered,8.0,Steered N=8,Q1,121,242,0.028549971618702995,0.5,0.4420454545454546,0.5578512396694215,0.5,0.5,0.5,0.0,-0.057954545454545425,0.05785123966942152,0.5332333833083458
gender,Male,Female,steered,8.0,Steered N=8,Q2,121,242,0.07189303539381058,0.4214876033057851,0.359504132231405,0.4834710743801653,0.4214876033057851,0.4214876033057851,0.5,-0.07851239669421489,-0.14049586776859502,-0.01652892561983471,0.9940029985007496
gender,Male,Female,steered,8.0,Steered N=8,Q3,121,242,0.1451051137081419,0.45041322314049587,0.3884297520661157,0.5165289256198347,0.45041322314049587,0.45041322314049587,0.5,-0.049586776859504134,-0.11157024793388431,0.016528925619834656,0.9330334832583708
gender,Male,Female,steered,8.0,Steered N=8,Q4,121,242,0.3508720974263384,0.32231404958677684,0.2603305785123967,0.38016528925619836,0.32231404958677684,0.32231404958677684,0.5,-0.17768595041322316,-0.23966942148760328,-0.11983471074380164,1.0
gender,Male,Female,steered,10.0,Steered N=10,All,484,968,0.14910505453674847,0.46797520661157027,0.44111570247933884,0.49586776859504134,0.46797520661157027,0.46797520661157027,0.5,-0.03202479338842973,-0.058884297520661155,-0.004132231404958664,0.9890054972513743
gender,Male,Female,steered,10.0,Steered N=10,Q1,121,242,0.028549971618702995,0.48760330578512395,0.43388429752066116,0.5371900826446281,0.48760330578512395,0.48760330578512395,0.5,-0.012396694214876047,-0.06611570247933884,0.037190082644628086,0.7051474262868566
gender,Male,Female,steered,10.0,Steered N=10,Q2,121,242,0.07189303539381058,0.4628099173553719,0.4049586776859504,0.5206611570247934,0.4628099173553719,0.4628099173553719,0.5,-0.037190082644628086,-0.0950413223140496,0.02066115702479343,0.912543728135932
gender,Male,Female,steered,10.0,Steered N=10,Q3,121,242,0.1451051137081419,0.5165289256198347,0.45867768595041325,0.5744834710743796,0.5165289256198347,0.5165289256198347,0.5,0.016528925619834656,-0.04132231404958675,0.07448347107437958,0.30934532733633185
gender,Male,Female,steered,10.0,Steered N=10,Q4,121,242,0.3508720974263384,0.4049586776859504,0.34710743801652894,0.45867768595041325,0.4049586776859504,0.4049586776859504,0.5,-0.0950413223140496,-0.15289256198347106,-0.04132231404958675,1.0
gender,Male,Female,steered,12.0,Steered N=12,All,484,968,0.14910505453674847,0.5113636363636364,0.48760330578512395,0.5361828512396692,0.5113636363636364,0.5113636363636364,0.5,0.011363636363636354,-0.012396694214876047,0.0361828512396693,0.19540229885057472
gender,Male,Female,steered,12.0,Steered N=12,Q1,121,242,0.028549971618702995,0.47520661157024796,0.4256198347107438,0.5247933884297521,0.47520661157024796,0.47520661157024796,0.5,-0.02479338842975204,-0.07438016528925617,0.024793388429752095,0.8445777111444278
gender,Male,Female,steered,12.0,Steered N=12,Q2,121,242,0.07189303539381058,0.5413223140495868,0.49173553719008267,0.5909090909090909,0.5413223140495868,0.5413223140495868,0.5,0.04132231404958675,-0.008264462809917328,0.09090909090909094,0.063968015992004
gender,Male,Female,steered,12.0,Steered N=12,Q3,121,242,0.1451051137081419,0.5661157024793388,0.512396694214876,0.6198347107438017,0.5661157024793388,0.5661157024793388,0.5,0.06611570247933884,0.012396694214875992,0.1198347107438017,0.010494752623688156
gender,Male,Female,steered,12.0,Steered N=12,Q4,121,242,0.3508720974263384,0.4628099173553719,0.41735537190082644,0.5082644628099173,0.4628099173553719,0.4628099173553719,0.5,-0.037190082644628086,-0.08264462809917356,0.008264462809917328,0.9600199900049975
gender,Male,Female,steered,14.0,Steered N=14,All,484,968,0.14910505453674847,0.5289256198347108,0.5020661157024794,0.5537190082644629,0.5289256198347108,0.5289256198347108,0.5,0.02892561983471076,0.0020661157024793875,0.05371900826446285,0.01999000499750125
gender,Male,Female,steered,14.0,Steered N=14,Q1,121,242,0.028549971618702995,0.4669421487603306,0.4090909090909091,0.5206611570247934,0.4669421487603306,0.4669421487603306,0.5,-0.03305785123966942,-0.09090909090909088,0.02066115702479343,0.896551724137931
gender,Male,Female,steered,14.0,Steered N=14,Q2,121,242,0.07189303539381058,0.5619834710743802,0.512396694214876,0.6116735537190077,0.5619834710743802,0.5619834710743802,0.5,0.06198347107438018,0.012396694214875992,0.11167355371900767,0.010994502748625687
gender,Male,Female,steered,14.0,Steered N=14,Q3,121,242,0.1451051137081419,0.5785123966942148,0.5206611570247934,0.6322314049586777,0.5785123966942148,0.5785123966942148,0.5,0.07851239669421484,0.02066115702479343,0.1322314049586777,0.0029985007496251873
