qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
GAP21Q19_c_W82,age,steered,2.0,Steered N=2,older_adult,65+,0.8935144284495146,0.6367623484495146,0.25675207999999994
GAP21Q19_c_W82,age,steered,4.0,Steered N=4,older_adult,65+,1.0121984435091882,0.7554463635091884,0.2567520799999998
GAP21Q19_c_W82,age,steered,6.0,Steered N=6,older_adult,65+,1.0424875,0.7857354200000002,0.2567520799999998
GAP21Q19_c_W82,age,steered,8.0,Steered N=8,older_adult,65+,1.0579778238189244,0.8012257438189245,0.2567520799999998
GAP21Q19_c_W82,age,steered,10.0,Steered N=10,older_adult,65+,1.065385851913566,0.8086337719135661,0.2567520799999998
GAP21Q19_c_W82,age,steered,12.0,Steered N=12,older_adult,65+,1.0716110156357481,0.8148589356357484,0.2567520799999997
GAP21Q19_c_W82,age,steered,14.0,Steered N=14,older_adult,65+,1.0727900877942922,0.8160380077942926,0.2567520799999996
GAP21Q19_c_W82,age,steered,16.0,Steered N=16,older_adult,65+,1.0801437876472186,0.8233917076472186,0.25675208000000005
GAP21Q19_c_W82,age,steered,18.0,Steered N=18,older_adult,65+,1.0764281822784694,0.8196761022784695,0.2567520799999998
GAP21Q19_c_W82,age,steered,20.0,Steered N=20,older_adult,65+,1.081216233812885,0.8244641538128852,0.2567520799999998
GAP21Q19_c_W82,education,declared,,Declared,some schooling,Less than high school,0.5620309897177101,0.6415267779636644,-0.07949578824595427
GAP21Q19_c_W82,education,steered,0.0,Neutral (N=0),some schooling,Less than high school,0.5754488800348301,0.6549446682807842,-0.07949578824595416
GAP21Q19_c_W82,education,steered,2.0,Steered N=2,some schooling,Less than high school,0.8609182126538016,1.1482195281186511,-0.2873013154648495
GAP21Q19_c_W82,education,steered,4.0,Steered N=4,some schooling,Less than high school,0.8488472913143396,1.136148606779189,-0.2873013154648495
GAP21Q19_c_W82,education,steered,6.0,Steered N=6,some schooling,Less than high school,0.8199809404176418,1.1072822558824913,-0.2873013154648495
GAP21Q19_c_W82,education,steered,8.0,Steered N=8,some schooling,Less than high school,0.8165376482292935,1.103838963694143,-0.2873013154648495
GAP21Q19_c_W82,education,steered,10.0,Steered N=10,some schooling,Less than high school,0.8072021755921837,1.094503491057033,-0.2873013154648494
GAP21Q19_c_W82,education,steered,12.0,Steered N=12,some schooling,Less than high school,0.8007067903549243,1.0880081058197737,-0.2873013154648494
GAP21Q19_c_W82,education,steered,14.0,Steered N=14,some schooling,Less than high school,0.7952961239662435,1.0825974394310929,-0.2873013154648494
GAP21Q19_c_W82,education,steered,16.0,Steered N=16,some schooling,Less than high school,0.7942569419935135,1.0815582574583629,-0.2873013154648494
GAP21Q19_c_W82,education,steered,18.0,Steered N=18,some schooling,Less than high school,0.7882224517845661,1.0755237672494156,-0.2873013154648495
GAP21Q19_c_W82,education,steered,20.0,Steered N=20,some schooling,Less than high school,0.7848963837386427,1.072197699203492,-0.2873013154648494
GAP21Q19_c_W82,education,declared,,Declared,high school,High school graduate,0.6487688165172294,0.6186965700253211,0.030072246491908317
GAP21Q19_c_W82,education,steered,0.0,Neutral (N=0),high school,High school graduate,0.6484942365267383,0.61842199003483,0.030072246491908317
GAP21Q19_c_W82,education,steered,2.0,Steered N=2,high school,High school graduate,0.10152810345721916,0.2758658147078177,-0.17433771125059852
GAP21Q19_c_W82,education,steered,4.0,Steered N=4,high school,High school graduate,0.05843468571003866,0.2705280500000001,-0.21209336428996142
GAP21Q19_c_W82,education,steered,6.0,Steered N=6,high school,High school graduate,0.04916372136524333,0.2691490186322314,-0.21998529726698807
