qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
CARRYGUN_W26,education,steered,6.0,Steered N=6,high school,High school graduate,0.9409893400000016,1.2491832700000016,-0.30819393000000006
CARRYGUN_W26,education,steered,8.0,Steered N=8,high school,High school graduate,0.9409893400000016,1.2491832700000016,-0.30819393000000006
CARRYGUN_W26,education,steered,10.0,Steered N=10,high school,High school graduate,0.9409892399999986,1.2491831699999987,-0.30819393000000006
CARRYGUN_W26,education,steered,12.0,Steered N=12,high school,High school graduate,0.9409888900000245,1.2491828200000246,-0.30819393000000006
CARRYGUN_W26,education,steered,14.0,Steered N=14,high school,High school graduate,0.9409871900000657,1.2491811200000658,-0.30819393000000006
CARRYGUN_W26,education,steered,16.0,Steered N=16,high school,High school graduate,0.9409745399991095,1.2491684699991097,-0.30819393000000017
CARRYGUN_W26,education,steered,18.0,Steered N=18,high school,High school graduate,0.9407997800189599,1.24899371001896,-0.30819393000000017
CARRYGUN_W26,education,steered,20.0,Steered N=20,high school,High school graduate,0.9381284899141733,1.2463224199141734,-0.30819393000000006
CARRYGUN_W26,education,declared,,Declared,college and more,College graduate/some postgrad,0.9177569099999952,1.2607991849999953,-0.3430422750000002
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,0.9177570100000029,1.260799285000003,-0.34304227500000006
CARRYGUN_W26,education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,0.9177569900000064,1.2607992650000064,-0.34304227499999995
CARRYGUN_W26,education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,0.9177569599999905,1.2607992349999906,-0.34304227500000006
CARRYGUN_W26,education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,0.9177568399999845,1.2607991149999846,-0.3430422750000002
CARRYGUN_W26,education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,0.917756400000015,1.260798675000015,-0.34304227500000006
CARRYGUN_W26,education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,0.9177547600001434,1.2607970350001434,-0.34304227499999995
CARRYGUN_W26,education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,0.9177477999996261,1.2607900749996261,-0.34304227500000006
CARRYGUN_W26,education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,0.9177040199973435,1.2607462949973436,-0.34304227500000006
CARRYGUN_W26,education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,0.917259649985075,1.260301924985075,-0.34304227500000006
